N,P,K,temperature,humidity,ph,rainfall,label,land_size,water_supply,preference_cereals,preference_vegetables,preference_fruits
86.44,41.23,40.85,23.26,82.7,7.12,6.28,Coconut,6.385,1,0,0,1
98.59,33.1,47.35,24.76,87.06,6.46,90.59,Coconut,3.997,0,0,0,1
84.19,43.8,29.75,24.97,78.63,6.86,23.58,Coconut,4.956,1,0,0,1
50.83,52.26,30.27,26.13,80.49,7.13,38.5,Coconut,9.965,1,0,0,1
71.94,61.57,41.0,25.98,81.66,6.24,1.87,Coconut,2.24,1,0,0,1
76.14,42.16,49.16,26.28,73.36,6.7,57.0,Coconut,9.324,1,0,0,1
94.06,56.32,37.62,26.39,83.31,7.43,7.27,Coconut,4.998,0,0,0,1
79.3,62.58,39.62,25.27,73.75,6.11,31.12,Coconut,7.013,1,0,0,1
83.25,36.94,38.91,23.09,78.46,7.1,20.74,Coconut,6.716,0,0,0,1
77.13,42.16,36.86,25.79,81.77,6.35,1.46,Coconut,1.238,1,0,0,1
111.36,51.82,39.23,23.17,87.88,6.66,7.13,Coconut,4.309,1,0,0,1
78.42,40.77,43.81,25.63,79.95,7.05,89.13,Coconut,4.74,1,0,0,1
65.33,40.2,43.32,25.85,87.82,7.33,11.78,Coconut,8.872,0,0,0,1
58.42,42.53,35.65,26.57,80.9,6.35,5.88,Coconut,2.727,0,0,0,1
102.31,45.76,50.34,26.25,72.97,7.12,6.98,Coconut,2.145,1,0,0,1
82.02,59.04,50.53,26.92,73.2,7.0,142.78,Coconut,3.693,0,0,0,1
51.99,36.81,46.77,24.37,82.11,6.54,24.84,Coconut,3.437,1,0,0,1
80.13,42.49,44.31,25.72,79.16,7.17,3.96,Coconut,6.066,0,0,0,1
68.51,45.37,38.44,25.01,88.33,7.23,36.79,Coconut,2.744,0,0,0,1
84.7,41.75,33.02,25.41,76.44,7.32,4.46,Coconut,7.981,1,0,0,1
87.36,32.69,48.8,23.28,74.28,6.61,197.63,Coconut,2.643,0,0,0,1
87.24,51.11,30.38,23.99,82.09,6.1,8.65,Coconut,6.758,0,0,0,1
96.11,36.23,30.7,24.49,83.21,6.13,5.56,Coconut,3.182,1,0,0,1
74.23,50.87,42.78,25.87,84.1,7.36,6.29,Coconut,6.19,0,0,0,1
63.5,53.51,34.19,23.56,79.46,7.32,19.7,Coconut,5.368,1,0,0,1
61.18,48.71,40.08,24.22,74.89,7.18,15.0,Coconut,8.145,0,0,0,1
79.65,34.64,34.97,25.49,86.97,7.3,32.22,Coconut,5.988,0,0,0,1
52.29,38.09,32.33,24.97,79.48,6.84,32.68,Coconut,9.077,0,0,0,1
113.97,48.21,42.89,24.81,82.09,6.36,8.35,Coconut,1.793,1,0,0,1
80.36,42.92,41.83,23.17,76.67,6.51,79.81,Coconut,8.73,1,0,0,1
91.11,54.83,33.8,24.25,89.86,7.1,31.54,Coconut,1.853,1,0,0,1
68.21,38.4,36.22,26.58,78.01,6.31,144.38,Coconut,9.624,0,0,0,1
59.94,37.41,42.16,26.82,78.2,7.09,20.63,Coconut,2.716,0,0,0,1
87.4,42.48,35.7,25.5,81.13,6.69,61.3,Coconut,6.779,1,0,0,1
66.85,36.78,37.46,24.1,80.57,6.19,4.56,Coconut,7.513,1,0,0,1
78.71,45.28,39.03,23.19,86.21,6.49,45.07,Coconut,1.958,1,0,0,1
57.46,56.59,34.64,26.24,78.51,6.86,2.29,Coconut,5.397,1,0,0,1
55.0,54.1,46.45,23.75,71.15,7.12,1.84,Coconut,3.364,0,0,0,1
57.22,63.8,32.16,26.14,79.12,6.07,30.05,Coconut,5.341,0,0,0,1
99.93,43.25,36.31,26.15,71.24,6.43,4.14,Coconut,1.161,0,0,0,1
87.47,43.51,42.9,26.92,73.49,6.25,2.07,Coconut,6.266,1,0,0,1
85.81,32.13,34.37,26.52,77.17,7.29,7.93,Coconut,5.714,1,0,0,1
88.17,54.42,41.61,23.82,80.94,7.16,176.5,Coconut,6.432,1,0,0,1
75.68,36.13,36.8,26.51,86.84,6.07,69.7,Coconut,7.779,0,0,0,1
57.76,59.95,28.92,26.64,70.96,7.31,7.24,Coconut,8.797,1,0,0,1
69.98,37.91,44.53,23.33,79.8,6.58,61.75,Coconut,9.862,1,0,0,1
85.05,52.66,41.16,26.48,73.96,6.73,80.94,Coconut,2.771,1,0,0,1
85.77,39.67,49.93,23.79,74.37,6.01,1.24,Coconut,8.0,0,0,0,1
63.47,61.66,38.39,25.5,76.0,6.66,42.04,Coconut,9.334,1,0,0,1
112.05,62.11,38.73,23.25,73.65,6.43,9.36,Coconut,1.773,1,0,0,1
57.19,51.89,29.31,26.99,89.06,7.43,161.16,Coconut,1.221,1,0,0,1
84.98,51.14,41.17,23.61,86.14,6.99,59.12,Coconut,9.92,0,0,0,1
72.12,38.36,39.7,23.87,86.79,6.72,9.18,Coconut,7.941,1,0,0,1
93.19,56.04,38.47,23.93,88.07,6.88,77.6,Coconut,8.482,0,0,0,1
105.73,35.97,30.56,24.81,81.69,6.86,17.79,Coconut,6.069,0,0,0,1
79.29,44.19,46.64,24.45,82.29,6.77,74.07,Coconut,6.766,1,0,0,1
74.8,37.15,48.52,26.57,73.82,7.26,103.99,Coconut,2.418,1,0,0,1
91.0,21.0,26.0,26.33,57.36,7.26,83.74,Tea,7.47,1,0,0,0
107.0,21.0,26.0,26.45,55.32,7.24,100.72,Tea,5.851,1,0,0,0
83.0,38.0,35.0,25.71,52.89,7.19,4.66,Tea,6.077,1,0,0,0
108.0,24.0,31.0,24.13,56.18,6.43,57.39,Tea,8.564,1,0,0,0
116.0,28.0,34.0,23.44,60.4,6.42,1.72,Tea,4.779,0,0,0,0
116.0,23.0,25.0,23.41,52.27,6.87,64.08,Tea,3.6,0,0,0,0
109.0,31.0,27.0,23.06,50.41,6.97,19.84,Tea,3.368,0,0,0,0
89.0,25.0,34.0,23.08,63.66,7.18,9.91,Tea,1.792,1,0,0,0
118.0,18.0,32.0,27.65,51.11,6.35,63.68,Tea,7.672,0,0,0,0
111.0,32.0,34.0,25.47,69.35,6.39,45.51,Tea,3.358,0,0,0,0
84.0,36.0,28.0,26.74,55.55,6.12,71.53,Tea,5.786,1,0,0,0
85.0,33.0,25.0,26.21,52.51,6.91,58.03,Tea,6.859,1,0,0,0
99.0,15.0,27.0,27.04,57.28,6.5,59.45,Tea,5.885,1,0,0,0
81.0,30.0,31.0,24.65,51.94,7.03,48.71,Tea,6.408,1,0,0,0
95.0,39.0,29.0,27.35,55.99,7.13,6.89,Tea,9.288,0,0,0,0
81.0,34.0,30.0,25.18,62.26,6.65,151.83,Tea,2.115,0,0,0,0
80.0,15.0,28.0,23.11,68.0,6.7,24.53,Tea,9.391,1,0,0,0
104.0,20.0,26.0,27.23,52.95,7.49,25.53,Tea,6.935,0,0,0,0
109.0,29.0,28.0,23.26,60.52,6.72,88.32,Tea,8.107,1,0,0,0
100.0,32.0,26.0,25.23,57.53,6.04,4.01,Tea,9.826,1,0,0,0
100.0,24.0,28.0,25.6,57.73,7.1,3.98,Tea,1.204,1,0,0,0
83.0,21.0,28.0,25.57,60.49,7.47,3.05,Tea,8.214,1,0,0,0
120.0,23.0,28.0,25.67,51.29,6.88,13.62,Tea,1.281,1,0,0,0
104.0,26.0,30.0,24.41,62.66,6.41,9.17,Tea,2.931,1,0,0,0
108.0,33.0,31.0,23.69,66.76,7.39,99.49,Tea,6.841,1,0,0,0
91.0,25.0,26.0,24.53,67.0,7.48,32.02,Tea,1.724,1,0,0,0
86.0,26.0,27.0,27.13,52.89,6.08,18.67,Tea,1.925,1,0,0,0
98.0,18.0,27.0,27.56,68.49,6.52,5.83,Tea,1.471,1,0,0,0
111.0,27.0,31.0,23.59,55.28,6.04,15.94,Tea,1.597,1,0,0,0
84.0,39.0,35.0,23.18,52.14,6.96,61.97,Tea,7.729,1,0,0,0
98.0,27.0,27.0,24.71,51.29,7.24,34.44,Tea,6.372,1,0,0,0
118.0,21.0,34.0,24.39,64.73,7.23,68.25,Tea,1.621,1,0,0,0
103.0,27.0,31.0,27.16,51.59,6.69,7.4,Tea,1.558,1,0,0,0
82.0,24.0,33.0,26.54,67.1,6.81,116.72,Tea,2.955,0,0,0,0
86.0,31.0,35.0,27.01,60.77,6.49,27.07,Tea,5.606,1,0,0,0
88.0,35.0,35.0,27.56,58.46,6.78,7.51,Tea,3.903,1,0,0,0
84.0,27.0,29.0,23.32,53.0,7.17,39.49,Tea,2.165,0,0,0,0
120.0,40.0,33.0,24.24,54.3,6.73,7.49,Tea,6.096,0,0,0,0
106.0,40.0,30.0,23.43,64.11,6.78,4.45,Tea,3.228,0,0,0,0
113.0,21.0,33.0,26.02,55.83,7.28,94.32,Tea,2.393,1,0,0,0
117.0,34.0,25.0,24.84,56.77,7.21,4.2,Tea,2.088,1,0,0,0
80.0,30.0,25.0,26.24,65.64,7.49,1.08,Tea,9.741,1,0,0,0
88.0,21.0,27.0,24.43,66.02,7.23,59.5,Tea,7.303,0,0,0,0
113.0,33.0,34.0,26.0,62.14,6.56,10.16,Tea,8.358,1,0,0,0
87.0,23.0,28.0,26.22,62.27,6.98,43.94,Tea,5.649,0,0,0,0
113.0,15.0,29.0,27.1,63.55,6.78,3.28,Tea,7.082,0,0,0,0
98.0,29.0,30.0,25.64,61.03,6.22,11.26,Tea,9.456,1,0,0,0
97.0,29.0,27.0,27.75,54.37,7.21,8.53,Tea,1.48,0,0,0,0
85.0,35.0,32.0,26.25,54.29,6.85,57.32,Tea,1.544,1,0,0,0
82.0,29.0,35.0,26.67,52.24,6.25,21.94,Tea,1.803,1,0,0,0
103.0,33.0,25.0,27.1,55.75,6.91,101.06,Tea,8.322,1,0,0,0
112.0,17.0,28.0,27.63,61.26,6.78,91.63,Tea,1.427,1,0,0,0
99.0,19.0,33.0,27.54,55.52,6.27,4.28,Tea,9.012,1,0,0,0
120.0,20.0,34.0,23.57,50.56,6.91,7.43,Tea,2.202,1,0,0,0
114.0,27.0,28.0,24.99,57.93,7.16,26.75,Tea,9.861,0,0,0,0
100.0,40.0,35.0,27.56,54.41,6.96,7.27,Tea,9.398,1,0,0,0
108.0,35.0,25.0,23.98,61.11,6.97,39.93,Tea,6.654,1,0,0,0
115.0,31.0,30.0,24.23,67.38,6.84,42.29,Tea,3.661,1,0,0,0
87.0,28.0,30.0,25.6,68.66,6.54,38.07,Tea,3.99,1,0,0,0
82.0,24.0,26.0,24.31,53.57,6.09,64.69,Tea,2.26,1,0,0,0
94.0,26.0,27.0,26.37,52.26,7.46,68.53,Tea,1.067,1,0,0,0
87.0,28.0,35.0,26.56,57.16,6.76,42.5,Tea,2.004,1,0,0,0
118.0,40.0,35.0,26.35,58.51,7.46,124.89,Tea,5.847,1,0,0,0
87.0,38.0,29.0,25.2,57.88,6.65,51.62,Tea,4.437,1,0,0,0
92.0,40.0,30.0,23.36,55.19,6.03,51.76,Tea,5.293,0,0,0,0
97.0,22.0,26.0,23.61,59.69,6.07,74.84,Tea,4.885,1,0,0,0
99.0,40.0,32.0,24.18,69.95,7.05,150.94,Tea,5.649,0,0,0,0
89.0,28.0,33.0,26.44,53.84,6.99,27.57,Tea,1.193,1,0,0,0
112.0,39.0,29.0,26.12,63.37,6.73,5.47,Tea,4.244,1,0,0,0
111.0,28.0,26.0,27.77,64.48,6.94,4.34,Tea,5.694,1,0,0,0
114.0,20.0,26.0,25.56,62.67,7.28,9.35,Tea,6.543,1,0,0,0
117.0,26.0,30.0,27.92,67.97,7.08,30.39,Tea,5.676,1,0,0,0
111.0,29.0,31.0,26.06,52.31,6.14,5.76,Tea,9.705,1,0,0,0
119.0,30.0,28.0,26.36,64.58,6.51,8.88,Tea,9.862,1,0,0,0
116.0,40.0,33.0,24.91,54.15,7.04,37.2,Tea,6.558,1,0,0,0
95.0,37.0,35.0,27.31,68.42,6.35,82.62,Tea,9.023,0,0,0,0
86.0,40.0,33.0,26.14,52.26,7.43,62.71,Tea,4.074,1,0,0,0
117.0,37.0,32.0,23.11,67.06,6.79,87.32,Tea,2.045,1,0,0,0
105.0,18.0,35.0,23.53,68.44,6.74,173.29,Tea,9.788,0,0,0,0
109.0,23.0,25.0,25.12,68.48,7.01,9.54,Tea,8.456,1,0,0,0
80.0,18.0,31.0,24.03,58.85,7.3,7.43,Tea,5.388,1,0,0,0
101.0,31.0,26.0,26.71,69.71,6.86,8.66,Tea,5.082,1,0,0,0
103.0,33.0,33.0,26.72,50.5,7.13,3.7,Tea,5.018,1,0,0,0
93.0,26.0,27.0,24.59,56.47,7.29,1.96,Tea,5.711,1,0,0,0
104.0,35.0,28.0,27.51,50.67,6.98,88.32,Tea,1.483,1,0,0,0
116.0,36.0,25.0,27.58,58.53,6.17,9.64,Tea,9.574,1,0,0,0
107.0,38.0,29.0,26.65,57.57,6.35,22.33,Tea,4.01,1,0,0,0
101.0,33.0,33.0,26.97,62.02,6.91,196.38,Tea,6.713,0,0,0,0
107.0,31.0,31.0,23.17,52.98,6.77,61.64,Tea,1.106,0,0,0,0
99.0,16.0,30.0,23.53,65.44,6.39,43.72,Tea,7.392,1,0,0,0
103.0,40.0,30.0,27.31,55.2,6.35,3.65,Tea,8.873,1,0,0,0
118.0,31.0,34.0,27.55,62.88,6.12,9.67,Tea,5.442,1,0,0,0
106.0,21.0,35.0,25.63,57.04,7.43,18.29,Tea,9.4,1,0,0,0
116.0,38.0,34.0,23.29,50.05,6.02,5.45,Tea,3.624,1,0,0,0
97.0,35.0,26.0,24.91,53.74,6.33,68.96,Tea,7.127,1,0,0,0
107.0,34.0,32.0,26.77,66.41,6.78,29.09,Tea,8.872,1,0,0,0
99.0,15.0,27.0,27.42,56.64,6.09,2.5,Tea,5.803,1,0,0,0
118.0,33.0,30.0,24.13,67.23,6.36,21.84,Tea,4.404,1,0,0,0
117.0,32.0,34.0,26.27,52.13,6.76,197.09,Tea,6.258,0,0,0,0
104.0,18.0,30.0,23.6,60.4,6.78,6.59,Tea,3.695,1,0,0,0
